116 23,STOCKHOLM           ,982
116 24,STOCKHOLM           ,1145
116 25,STOCKHOLM           ,1202
116 28,STOCKHOLM           ,968
116 29,STOCKHOLM           ,1205
116 30,STOCKHOLM           ,1224
116 31,STOCKHOLM           ,1255
116 32,STOCKHOLM           ,1432
116 33,STOCKHOLM           ,1451
116 34,STOCKHOLM           ,1640
116 35,STOCKHOLM           ,1047
116 36,STOCKHOLM           ,1173
116 37,STOCKHOLM           ,928
116 38,STOCKHOLM           ,1108
116 39,STOCKHOLM           ,1337
116 40,STOCKHOLM           ,1374
116 41,STOCKHOLM           ,1360
116 42,STOCKHOLM           ,1285
116 43,STOCKHOLM           ,1331
116 44,STOCKHOLM           ,528
116 45,STOCKHOLM           ,31
116 46,STOCKHOLM           ,1023
116 47,STOCKHOLM           ,1232
116 48,STOCKHOLM           ,870
116 61,STOCKHOLM           ,994
116 62,STOCKHOLM           ,967
116 63,STOCKHOLM           ,1301
116 64,STOCKHOLM           ,1355
116 65,STOCKHOLM           ,1168
116 66,STOCKHOLM           ,935
116 67,STOCKHOLM           ,1507
116 68,STOCKHOLM           ,1320
117 26,STOCKHOLM           ,1511
117 27,STOCKHOLM           ,1270
117 28,STOCKHOLM           ,1800
117 29,STOCKHOLM           ,1203
117 30,STOCKHOLM           ,1231
117 31,STOCKHOLM           ,958
117 32,STOCKHOLM           ,1448
117 33,STOCKHOLM           ,1397
117 34,STOCKHOLM           ,963
117 35,STOCKHOLM           ,579
117 36,STOCKHOLM           ,1168
117 37,STOCKHOLM           ,1125
117 38,STOCKHOLM           ,1170
117 39,STOCKHOLM           ,1057
117 40,STOCKHOLM           ,1129
117 41,STOCKHOLM           ,2199
117 43,STOCKHOLM           ,13
117 50,STOCKHOLM           ,1116
117 56,STOCKHOLM           ,374
117 57,STOCKHOLM           ,76
117 58,STOCKHOLM           ,1640
117 59,STOCKHOLM           ,1691
117 60,STOCKHOLM           ,774
117 61,STOCKHOLM           ,1436
117 62,STOCKHOLM           ,1126
117 63,STOCKHOLM           ,1503
117 64,STOCKHOLM           ,1209
117 65,STOCKHOLM           ,1525
117 66,STOCKHOLM           ,1044
117 67,STOCKHOLM           ,2236
117 68,STOCKHOLM           ,1544
117 69,STOCKHOLM           ,1733
117 75,STOCKHOLM           ,1
118 20,STOCKHOLM           ,753
118 21,STOCKHOLM           ,955
118 22,STOCKHOLM           ,855
118 23,STOCKHOLM           ,1478
118 24,STOCKHOLM           ,983
118 25,STOCKHOLM           ,1150
118 26,STOCKHOLM           ,1064
118 27,STOCKHOLM           ,1464
118 28,STOCKHOLM           ,1686
118 29,STOCKHOLM           ,1558
118 30,STOCKHOLM           ,1053
118 42,STOCKHOLM           ,1311
118 46,STOCKHOLM           ,1357
118 47,STOCKHOLM           ,1139
118 48,STOCKHOLM           ,1276
118 49,STOCKHOLM           ,1204
118 50,STOCKHOLM           ,1587
118 51,STOCKHOLM           ,1397
118 52,STOCKHOLM           ,1398
118 53,STOCKHOLM           ,949
118 54,STOCKHOLM           ,1630
118 55,STOCKHOLM           ,629
118 56,STOCKHOLM           ,1663
118 57,STOCKHOLM           ,1327
118 58,STOCKHOLM           ,1099
118 59,STOCKHOLM           ,1499
118 60,STOCKHOLM           ,782
118 61,STOCKHOLM           ,1490
118 62,STOCKHOLM           ,1147
118 63,STOCKHOLM           ,1628
118 64,STOCKHOLM           ,1369
118 65,STOCKHOLM           ,944
118 66,STOCKHOLM           ,1118
118 67,STOCKHOLM           ,1050
118 69,STOCKHOLM           ,441
120 30,STOCKHOLM           ,48
120 31,STOCKHOLM           ,22
120 38,Ã…RSTA               ,1486
120 39,Ã…RSTA               ,1371
120 40,Ã…RSTA               ,1
120 44,Ã…RSTA               ,34
120 47,ENSKEDE GÃ…RD        ,1071
120 48,ENSKEDE GÃ…RD        ,1488
120 50,Ã…RSTA               ,954
120 51,Ã…RSTA               ,1440
120 52,Ã…RSTA               ,1336
120 53,Ã…RSTA               ,1421
120 54,Ã…RSTA               ,1342
120 55,Ã…RSTA               ,752
120 56,Ã…RSTA               ,2125
120 57,Ã…RSTA               ,1854
120 58,Ã…RSTA               ,1110
120 59,Ã…RSTA               ,768
120 60,Ã…RSTA               ,1457
120 61,STOCKHOLM           ,2076
120 62,STOCKHOLM           ,681
120 63,STOCKHOLM           ,1477
120 64,STOCKHOLM           ,1321
120 65,STOCKHOLM           ,1836
120 66,STOCKHOLM           ,1628
120 67,STOCKHOLM           ,1353
120 68,STOCKHOLM           ,1580
120 69,STOCKHOLM           ,693
120 70,STOCKHOLM           ,1422
120 71,STOCKHOLM           ,1222
120 79,STOCKHOLM           ,360
121 30,ENSKEDEDALEN        ,2225
121 31,ENSKEDEDALEN        ,1860
121 32,ENSKEDEDALEN        ,783
121 33,ENSKEDEDALEN        ,1782
121 34,ENSKEDEDALEN        ,1609
121 35,JOHANNESHOV         ,580
121 36,JOHANNESHOV         ,1255
121 37,JOHANNESHOV         ,1041
121 38,JOHANNESHOV         ,1294
121 39,JOHANNESHOV         ,1255
121 40,JOHANNESHOV         ,959
121 43,JOHANNESHOV         ,1209
121 44,JOHANNESHOV         ,897
121 45,JOHANNESHOV         ,1392
121 46,JOHANNESHOV         ,1454
121 47,JOHANNESHOV         ,1009
121 48,JOHANNESHOV         ,1180
121 49,JOHANNESHOV         ,1441
121 50,JOHANNESHOV         ,1172
121 51,JOHANNESHOV         ,1074
121 52,JOHANNESHOV         ,1653
121 53,JOHANNESHOV         ,1440
121 54,JOHANNESHOV         ,1695
121 55,JOHANNESHOV         ,1670
121 56,JOHANNESHOV         ,1126
121 62,JOHANNESHOV         ,2
121 63,JOHANNESHOV         ,10
121 77,JOHANNESHOV         ,1
122 31,ENSKEDE             ,270
122 32,ENSKEDE             ,1033
122 33,ENSKEDE             ,192
122 34,ENSKEDE             ,993
122 37,ENSKEDE             ,1516
122 38,ENSKEDE             ,1035
122 39,ENSKEDE             ,1009
122 40,ENSKEDE             ,1518
122 41,ENSKEDE             ,1542
122 42,ENSKEDE             ,2046
122 43,ENSKEDE             ,757
122 44,ENSKEDE             ,1566
122 45,ENSKEDE             ,1142
122 46,ENSKEDE             ,1455
122 47,ENSKEDE             ,1351
122 48,ENSKEDE             ,2077
122 49,ENSKEDE             ,1058
122 60,ENSKEDE             ,1231
122 62,ENSKEDE             ,1035
122 63,ENSKEDE             ,1594
122 64,ENSKEDE             ,1379
122 65,ENSKEDE             ,441
122 66,ENSKEDE             ,1056
123 32,FARSTA              ,1431
123 33,FARSTA              ,2129
123 34,FARSTA              ,799
123 41,FARSTA              ,1748
123 42,FARSTA              ,1785
123 43,FARSTA              ,1201
123 44,FARSTA              ,1892
123 46,FARSTA              ,1325
123 47,FARSTA              ,445
123 48,FARSTA              ,1567
123 49,FARSTA              ,2846
123 50,FARSTA              ,768
123 52,FARSTA              ,1216
123 56,FARSTA              ,2075
123 57,FARSTA              ,1724
123 58,FARSTA              ,1911
123 59,FARSTA              ,2031
123 60,FARSTA              ,1572
123 63,FARSTA              ,797
123 71,FARSTA              ,1532
123 72,FARSTA              ,1336
123 73,FARSTA              ,1097
124 30,BANDHAGEN           ,617
124 31,BANDHAGEN           ,1674
124 32,BANDHAGEN           ,2064
124 33,BANDHAGEN           ,1183
124 50,BANDHAGEN           ,1011
124 51,BANDHAGEN           ,737
124 52,BANDHAGEN           ,1028
124 53,BANDHAGEN           ,1322
124 54,BANDHAGEN           ,403
124 55,BANDHAGEN           ,1304
124 56,BANDHAGEN           ,963
124 57,BANDHAGEN           ,1211
124 58,BANDHAGEN           ,1561
124 59,BANDHAGEN           ,15
124 61,BANDHAGEN           ,1651
124 62,BANDHAGEN           ,1785
124 63,BANDHAGEN           ,1065
124 64,BANDHAGEN           ,1714
124 65,BANDHAGEN           ,1047
124 66,BANDHAGEN           ,1381
124 67,BANDHAGEN           ,1607
124 70,BANDHAGEN           ,1680
124 71,BANDHAGEN           ,2000
124 72,BANDHAGEN           ,1070
124 73,BANDHAGEN           ,1491
124 74,BANDHAGEN           ,1236
124 75,BANDHAGEN           ,1458
124 76,BANDHAGEN           ,910
125 30,Ã„LVSJÃ–              ,997
125 33,Ã„LVSJÃ–              ,1754
125 34,Ã„LVSJÃ–              ,2635
125 35,Ã„LVSJÃ–              ,910
125 40,Ã„LVSJÃ–              ,1879
125 41,Ã„LVSJÃ–              ,1045
125 42,Ã„LVSJÃ–              ,1477
125 43,Ã„LVSJÃ–              ,954
125 44,Ã„LVSJÃ–              ,1470
125 45,Ã„LVSJÃ–              ,430
125 46,Ã„LVSJÃ–              ,235
125 51,Ã„LVSJÃ–              ,904
125 52,Ã„LVSJÃ–              ,877
125 53,Ã„LVSJÃ–              ,1003
125 54,Ã„LVSJÃ–              ,920
125 55,Ã„LVSJÃ–              ,833
125 56,Ã„LVSJÃ–              ,1082
125 57,Ã„LVSJÃ–              ,932
125 58,Ã„LVSJÃ–              ,945
125 59,Ã„LVSJÃ–              ,1529
125 71,Ã„LVSJÃ–              ,1221
125 72,Ã„LVSJÃ–              ,1710
125 73,Ã„LVSJÃ–              ,1879
125 74,Ã„LVSJÃ–              ,1860
126 26,HÃ„GERSTEN           ,474
126 28,HÃ„GERSTEN           ,771
126 29,HÃ„GERSTEN           ,230
126 30,HÃ„GERSTEN           ,78
126 31,HÃ„GERSTEN           ,1126
126 32,HÃ„GERSTEN           ,1239
126 33,HÃ„GERSTEN           ,912
126 34,HÃ„GERSTEN           ,1366
126 35,HÃ„GERSTEN           ,1569
126 36,HÃ„GERSTEN           ,1066
126 37,HÃ„GERSTEN           ,1840
126 38,HÃ„GERSTEN           ,1679
126 39,HÃ„GERSTEN           ,2106
126 40,HÃ„GERSTEN           ,1137
126 41,HÃ„GERSTEN           ,544
126 42,HÃ„GERSTEN           ,331
126 47,HÃ„GERSTEN           ,1359
126 48,HÃ„GERSTEN           ,1151
126 49,HÃ„GERSTEN           ,1377
126 50,HÃ„GERSTEN           ,1596
126 51,HÃ„GERSTEN           ,1676
126 52,HÃ„GERSTEN           ,1546
126 53,HÃ„GERSTEN           ,1620
126 54,HÃ„GERSTEN           ,680
126 55,HÃ„GERSTEN           ,796
126 77,HÃ„GERSTEN           ,689
126 78,HÃ„GERSTEN           ,1430
126 79,HÃ„GERSTEN           ,532
127 30,SKÃ„RHOLMEN          ,348
127 31,SKÃ„RHOLMEN          ,1903
127 32,SKÃ„RHOLMEN          ,2689
127 33,SKÃ„RHOLMEN          ,438
127 34,SKÃ„RHOLMEN          ,2259
127 36,SKÃ„RHOLMEN          ,2029
127 37,SKÃ„RHOLMEN          ,2335
127 38,SKÃ„RHOLMEN          ,2344
127 40,SKÃ„RHOLMEN          ,1743
127 41,SKÃ„RHOLMEN          ,1696
127 42,SKÃ„RHOLMEN          ,1949
127 43,SKÃ„RHOLMEN          ,2178
127 44,SKÃ„RHOLMEN          ,1736
127 45,SKÃ„RHOLMEN          ,2833
127 46,SKÃ„RHOLMEN          ,2430
127 47,SKÃ„RHOLMEN          ,1642
127 48,SKÃ„RHOLMEN          ,260
127 49,SKÃ„RHOLMEN          ,1072
127 55,SKÃ„RHOLMEN          ,392
127 61,SKÃ„RHOLMEN          ,2495
128 30,SKARPNÃ„CK           ,64
128 31,SKARPNÃ„CK           ,1115
128 32,SKARPNÃ„CK           ,1569
128 33,SKARPNÃ„CK           ,1771
128 34,SKARPNÃ„CK           ,1672
128 35,SKARPNÃ„CK           ,1823
128 36,SKARPNÃ„CK           ,878
128 38,SKARPNÃ„CK           ,1606
128 39,SKARPNÃ„CK           ,454
128 41,BAGARMOSSEN         ,1340
128 42,BAGARMOSSEN         ,844
128 43,BAGARMOSSEN         ,1168
128 44,BAGARMOSSEN         ,972
128 45,BAGARMOSSEN         ,1845
128 46,BAGARMOSSEN         ,1219
128 47,BAGARMOSSEN         ,2153
128 48,BAGARMOSSEN         ,1704
128 62,SKÃ–NDAL             ,995
128 63,SKÃ–NDAL             ,6
128 64,SKÃ–NDAL             ,653
128 65,SKÃ–NDAL             ,82
128 66,SKÃ–NDAL             ,1957
128 67,SKÃ–NDAL             ,1232
128 68,SKÃ–NDAL             ,1694
128 69,SKÃ–NDAL             ,1058
129 30,HÃ„GERSTEN           ,965
129 31,HÃ„GERSTEN           ,1468
129 32,HÃ„GERSTEN           ,1808
129 33,HÃ„GERSTEN           ,1419
129 34,HÃ„GERSTEN           ,1402
129 35,HÃ„GERSTEN           ,1432
129 36,HÃ„GERSTEN           ,1249
129 37,HÃ„GERSTEN           ,1217
129 38,HÃ„GERSTEN           ,1306
129 39,HÃ„GERSTEN           ,1147
129 40,HÃ„GERSTEN           ,1454
129 41,HÃ„GERSTEN           ,893
129 42,HÃ„GERSTEN           ,1542
129 43,HÃ„GERSTEN           ,497
129 44,HÃ„GERSTEN           ,1539
129 45,HÃ„GERSTEN           ,1542
129 46,HÃ„GERSTEN           ,1040
129 47,HÃ„GERSTEN           ,852
129 48,HÃ„GERSTEN           ,1111
129 49,HÃ„GERSTEN           ,2507
129 50,HÃ„GERSTEN           ,1185
129 51,HÃ„GERSTEN           ,1200
129 52,HÃ„GERSTEN           ,1179
129 53,HÃ„GERSTEN           ,1158
129 54,HÃ„GERSTEN           ,1271
129 55,HÃ„GERSTEN           ,1046
129 56,HÃ„GERSTEN           ,453
130 25,INGMARSÃ–            ,168
130 32,GRINDA              ,30
130 33,GÃ„LLNÃ–BY            ,119
130 34,SKÃ„LVIK             ,74
130 36,NÃ„MDÃ–               ,116
130 38,RUNMARÃ–             ,269
130 39,SANDHAMN            ,88
130 41,SOLLENKROKA Ã–       ,8
130 42,STAVSUDDA           ,54
130 43,MÃ–JA                ,256
130 44,HARÃ–                ,32
130 55,ORNÃ–                ,226
130 56,UTÃ–                 ,194
130 61,HÃ…RSFJÃ„RDEN         ,2
131 30,NACKA               ,1
131 31,NACKA               ,1023
131 32,NACKA               ,1712
131 33,NACKA               ,1359
131 34,NACKA               ,1180
131 35,NACKA               ,1161
131 36,NACKA               ,1205
131 37,NACKA               ,1419
131 38,NACKA               ,1288
131 39,NACKA               ,1027
131 40,NACKA               ,1507
131 41,NACKA               ,1545
131 42,NACKA               ,1058
131 43,NACKA               ,242
131 44,NACKA               ,1220
131 45,NACKA               ,1061
131 46,NACKA               ,1957
131 47,NACKA               ,2346
131 48,NACKA               ,1896
131 49,NACKA               ,995
131 50,SALTSJÃ–-DUVNÃ„S      ,2223
131 52,NACKA STRAND        ,610
131 53,NACKA               ,459
131 54,NACKA               ,24
131 55,NACKA               ,298
131 56,NACKA               ,143
131 60,NACKA               ,482
131 61,NACKA               ,919
131 62,NACKA               ,154
131 65,NACKA               ,1119
131 71,NACKA               ,915
131 72,NACKA               ,600
131 73,NACKA               ,851
132 30,SALTSJÃ–-BOO         ,1153
132 31,SALTSJÃ–-BOO         ,1036
132 32,SALTSJÃ–-BOO         ,1810
132 33,SALTSJÃ–-BOO         ,2036
132 34,SALTSJÃ–-BOO         ,1464
132 35,SALTSJÃ–-BOO         ,2620
132 36,SALTSJÃ–-BOO         ,2799
132 37,SALTSJÃ–-BOO         ,2075
132 38,SALTSJÃ–-BOO         ,22
132 39,SALTSJÃ–-BOO         ,1874
132 40,SALTSJÃ–-BOO         ,961
132 41,SALTSJÃ–-BOO         ,791
132 42,SALTSJÃ–-BOO         ,1072
132 43,SALTSJÃ–-BOO         ,682
132 44,SALTSJÃ–-BOO         ,1261
132 45,SALTSJÃ–-BOO         ,1561
132 46,SALTSJÃ–-BOO         ,1845
132 47,SALTSJÃ–-BOO         ,1374
132 48,SALTSJÃ–-BOO         ,1291
132 52,SALTSJÃ–-BOO         ,1262
133 31,SALTSJÃ–BADEN        ,896
133 32,SALTSJÃ–BADEN        ,680
133 33,SALTSJÃ–BADEN        ,1193
133 34,SALTSJÃ–BADEN        ,1281
133 35,SALTSJÃ–BADEN        ,1436
133 36,SALTSJÃ–BADEN        ,2075
133 37,SALTSJÃ–BADEN        ,791
133 38,SALTSJÃ–BADEN        ,1778
133 39,SALTSJÃ–BADEN        ,167
133 41,SALTSJÃ–BADEN        ,2094
133 42,SALTSJÃ–BADEN        ,1691
133 43,SALTSJÃ–BADEN        ,2114
133 44,SALTSJÃ–BADEN        ,1807
133 49,SALTSJÃ–BADEN        ,53
134 31,GUSTAVSBERG         ,1209
134 32,GUSTAVSBERG         ,696
134 33,GUSTAVSBERG         ,360
134 34,GUSTAVSBERG         ,677
134 35,GUSTAVSBERG         ,1055
134 36,GUSTAVSBERG         ,911
134 37,GUSTAVSBERG         ,940
134 38,GUSTAVSBERG         ,373
134 39,GUSTAVSBERG         ,1103
134 40,GUSTAVSBERG         ,1139
134 41,GUSTAVSBERG         ,1338
134 42,GUSTAVSBERG         ,1447
134 43,GUSTAVSBERG         ,1479
134 44,GUSTAVSBERG         ,5
134 60,INGARÃ–              ,1148
134 61,INGARÃ–              ,385
134 62,INGARÃ–              ,1223
134 63,INGARÃ–              ,605
134 64,INGARÃ–              ,764
134 65,INGARÃ–              ,931
134 66,INGARÃ–              ,721
134 67,INGARÃ–              ,618
134 69,INGARÃ–              ,463
135 30,TYRESÃ–              ,616
135 33,TYRESÃ–              ,1316
135 34,TYRESÃ–              ,1223
135 35,TYRESÃ–              ,1268
135 36,TYRESÃ–              ,1943
135 37,TYRESÃ–              ,898
135 39,TYRESÃ–              ,314
135 40,TYRESÃ–              ,1352
135 41,TYRESÃ–              ,1777
135 42,TYRESÃ–              ,1507
135 43,TYRESÃ–              ,1759
135 44,TYRESÃ–              ,2308
135 45,TYRESÃ–              ,1925
135 46,TYRESÃ–              ,1960
135 47,TYRESÃ–              ,1528
135 48,TYRESÃ–              ,19
135 49,TYRESÃ–              ,1888
135 50,TYRESÃ–              ,1987
135 51,TYRESÃ–              ,1270
135 52,TYRESÃ–              ,2366
135 53,TYRESÃ–              ,2161
135 54,TYRESÃ–              ,2499
135 55,TYRESÃ–              ,1680
135 58,TYRESÃ–              ,395
135 59,TYRESÃ–              ,9
135 60,TYRESÃ–              ,950
135 61,TYRESÃ–              ,828
135 62,TYRESÃ–              ,1063
135 63,TYRESÃ–              ,1220
135 67,TYRESÃ–              ,913
135 68,TYRESÃ–              ,1236
135 69,TYRESÃ–              ,1082
135 70,STOCKHOLM           ,1
136 37,HANDEN              ,870
136 38,HANDEN              ,1209
136 39,HANDEN              ,1050
136 40,HANDEN              ,1051
136 41,HANDEN              ,2746
136 42,HANDEN              ,1793
136 43,HANDEN              ,1671
136 44,HANDEN              ,37
136 45,HANDEN              ,925
136 46,HANDEN              ,1116
136 47,HANINGE             ,380
136 48,HANDEN              ,1124
136 49,VEGA                ,2217
136 50,JORDBRO             ,116
136 59,VENDELSÃ–            ,1433
136 60,BRANDBERGEN         ,2037
136 61,BRANDBERGEN         ,2585
136 62,BRANDBERGEN         ,1587
136 63,BRANDBERGEN         ,1889
136 64,HANINGE             ,1743
136 65,SÃ–DERBY             ,2243
136 66,VENDELSÃ–            ,1383
136 67,VENDELSÃ–            ,1860
136 68,VENDELSÃ–            ,1767
136 69,VENDELSÃ–            ,1568
136 70,VENDELSÃ–            ,1669
136 71,VENDELSÃ–            ,1877
136 72,VENDELSÃ–            ,1862
136 73,VENDELSÃ–            ,2080
136 74,NORRBY              ,376
136 75,VENDELSÃ–            ,1301
137 31,VÃ„STERHANINGE       ,1336
137 32,VÃ„STERHANINGE       ,2024
137 34,VÃ„STERHANINGE       ,1331
137 36,VÃ„STERHANINGE       ,799
137 37,VÃ„STERHANINGE       ,908
137 38,VÃ„STERHANINGE       ,1818
137 39,VÃ„STERHANINGE       ,56
137 40,VÃ„STERHANINGE       ,1473
137 41,VÃ„STERHANINGE       ,1063
137 42,VÃ„STERHANINGE       ,283
137 54,TUNGELSTA           ,978
137 55,TUNGELSTA           ,1426
137 56,TUNGELSTA           ,1407
137 57,TUNGELSTA           ,800
137 61,JORDBRO             ,1209
137 62,JORDBRO             ,1390
137 63,JORDBRO             ,1638
137 64,JORDBRO             ,1311
137 65,JORDBRO             ,1879
137 66,JORDBRO             ,599
137 67,JORDBRO             ,1301
137 68,JORDBRO             ,1284
137 70,DALARÃ–              ,1123
137 71,DALARÃ–              ,806
137 91,VÃ„STERHANINGE       ,712
137 92,TUNGELSTA           ,346
137 93,TUNGELSTA           ,737
137 94,NORRA SORUNDA       ,767
137 95,Ã–STERHANINGE        ,784
137 96,GÃ…LÃ–                ,164
137 97,Ã…RSTA HAVSBAD       ,350
138 30,Ã„LTA                ,424
138 31,Ã„LTA                ,1368
138 32,Ã„LTA                ,1138
