1000	1.90	2.00	1.91
2000	1.90	2.10	1.92
4000	1.90	1.90	1.90
8000	1.90	2.10	1.97
16000	2.00	2.30	2.07
32000	2.00	2.40	2.10
64000	2.10	2.60	2.24
128000	2.60	2.80	2.68
256000	2.70	6.30	3.56
512000	5.40	68.00	21.69
1024000	9.90	14.60	11.88
2048000	11.40	25.50	18.50
4096000	12.40	17.90	14.36
8192000	15.40	25.90	17.35
16384000	12.20	15.70	13.65
